author,published_at,updated_at,like_count,text,label,sentiment
@evanvanquisher6496,2024-01-23T13:10:27Z,2024-01-23T13:13:22Z,0.0,paslon ngomong upaya anggar belanja bocor menit href https www youtube com watch sbjsg3afx00 amp 10391 02 53 11 padahal track record beliau paling banyak bocor kelola anggar provinsi hadeh,b There is a candidate pair speaking in order to ensure that the budget does not leak minutes a href even though the track record he leaked the most in managing the provincial budget Hadeh,positive
@Naynayyy837,2024-01-23T07:00:35Z,2024-01-23T07:00:35Z,0.0,bismillah prabowo gibran,b Bismillah Prabowo Gibran,neutral
@MY-px9ob,2024-01-23T03:23:21Z,2024-01-23T03:23:21Z,0.0,apasih kapasitas si jovi dovi over excited bgt,b What is Jovi Dovi s capacity he s really over excited,positive
@dimasramaditya1423,2024-01-22T17:07:16Z,2024-01-22T17:07:16Z,0.0,,b,neutral
@FushimiInarichan,2024-01-22T15:33:55Z,2024-01-22T15:33:55Z,0.0,paslon 01 03 nyiapinnya data fakta paslon 02 nyiapinnya istilah quot rumit jebak lawan debat kwkkwkwk,b Paslon 01 and 03 prepared data and facts Candidate Candidate 02 prepared complicated terms that would trap opponents in the debate Kwkkwkwk,positive
@sandigustiana,2024-01-22T08:29:07Z,2024-01-22T08:33:36Z,7.0,timestamp br br segmen 1 br href https www youtube com watch sbjsg3afx00 amp 5048 1 24 08 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 5308 1 28 28 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 5578 1 32 58 prabowo subianto br br segmen 2 br br tanya 1 br href https www youtube com watch sbjsg3afx00 amp 6433 1 47 13 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 6566 1 49 26 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 6643 1 50 43 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 6717 1 51 57 anies baswedan br br tanya 2 br href https www youtube com watch sbjsg3afx00 amp 6898 1 54 58 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 7027 1 57 07 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 7100 1 58 20 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 7178 1 59 38 prabowo subianto br br tanya 3 br href https www youtube com watch sbjsg3afx00 amp 7343 2 02 23 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 7478 2 04 38 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 7556 2 05 56 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 7628 2 07 08 ganjar pranowo br br segmen 3 br br tanya 1 br href https www youtube com watch sbjsg3afx00 amp 8283 2 18 03 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 8428 2 20 28 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 8503 2 21 43 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 8579 2 22 59 prabowo subianto br br tanya 2 br href https www youtube com watch sbjsg3afx00 amp 8738 2 25 38 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 8876 2 27 56 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 8949 2 29 09 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 9024 2 30 24 ganjar pranowo br br tanya 3 br href https www youtube com watch sbjsg3afx00 amp 9193 2 33 13 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 9328 2 35 28 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 9403 2 36 43 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 9478 2 37 58 anies baswedan br br segmen 4 br tanya jawab 1 br br tanya 03 jawab 01 br href https www youtube com watch sbjsg3afx00 amp 10064 2 47 44 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 10132 2 48 52 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 10264 2 51 04 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 10336 2 52 16 anies baswedan br br tanya 01 jawab 02 br href https www youtube com watch sbjsg3afx00 amp 10425 2 53 45 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 10480 2 54 40 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 10622 2 57 02 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 10694 2 58 14 prabowo subianto br br tanya 02 jawab 03 br href https www youtube com watch sbjsg3afx00 amp 10778 2 59 38 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 10838 3 00 38 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 10963 3 02 43 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 11035 3 03 55 ganjar pranowo br br segmen 5 br tanya jawab 2 br br tanya 01 jawab 03 br href https www youtube com watch sbjsg3afx00 amp 11566 3 12 46 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 11627 3 13 47 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 11752 3 15 52 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 11820 3 17 00 ganjar pranowo br br tanya 02 jawab 01 br href https www youtube com watch sbjsg3afx00 amp 11898 3 18 18 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 11969 3 19 29 anies baswedan br href https www youtube com watch sbjsg3afx00 amp 12106 3 21 46 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 12186 3 23 06 anies baswedan br br tanya 03 jawab 02 br href https www youtube com watch sbjsg3afx00 amp 12283 3 24 43 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 12350 3 25 50 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 12482 3 28 02 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 12556 3 29 16 prabowo subianto br br segmen 6 br nyata tutup br br href https www youtube com watch sbjsg3afx00 amp 13080 3 38 00 prabowo subianto br href https www youtube com watch sbjsg3afx00 amp 13221 3 40 21 ganjar pranowo br href https www youtube com watch sbjsg3afx00 amp 13355 3 42 35 anies baswedan br br moga timestamp manfaat,b Timestamp br br Segmen 1 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Segmen 2 br br Pertanyaan 1 br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Pertanyaan 2 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Pertanyaan 3 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br br Segmen 3 br br Pertanyaan 1 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Pertanyaan 2 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br br Pertanyaan 3 br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Segmen 4 br Tanya Jawab 1 br br Tanya 03 Jawab 01 br a href Ganjar Pranowo br a href Anies Baswedan br a href Ganjar Pranowo br a href Anies Baswedan br br Tanya 01 Jawab 02 br a href Anies Baswedan br a href Prabowo Subianto br a href Anies Baswedan br a href Prabowo Subianto br br Tanya 02 Jawab 03 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Prabowo Subianto br a href Ganjar Pranowo br br Segmen 5 br Tanya Jawab 2 br br Tanya 01 Jawab 03 br a href Anies Baswedan br a href Ganjar Pranowo br a href Anies Baswedan br a href Ganjar Pranowo br br Tanya 02 Jawab 01 br a href Prabowo Subianto br a href Anies Baswedan br a href Prabowo Subianto br a href Anies Baswedan br br Tanya 03 Jawab 02 br a href Ganjar Pranowo br a href Prabowo Subianto br a href Ganjar Pranowo br a href Prabowo Subianto br br Segmen 6 br Pernyataan Penutup br br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Semoga timestamp ini bermanfaat,neutral
@RickyQosim,2024-01-22T07:36:58Z,2024-01-22T07:36:58Z,1.0,gw bru sdr nyata china msih termask negara kembang gw kira udh negara maju br pdhal udh menyanyingi as br arti gw slh dong lama anggap china negara maju,Brother it turns out that China is still a developing country I thought it was already a developed country br Even though it s already overtaking the US br that means I ve been wrong all along for thinking that China is a developed country,negative
@ohayouchi_,2024-01-21T16:36:46Z,2024-01-21T16:37:13Z,0.0,href https www youtube com watch sbjsg3afx00 amp 15783 4 23 03 semangat mas sehat selalu udah berani speak up debat capres di suruh nilai sesuai perseptif diri sendiri malah dikomen,b a href keep your spirits up bro always have the courage to speak up about this presidential candidate debate at told to judge according to your own perception instead comment,positive
@dinantilja6434,2024-01-21T15:08:34Z,2024-01-21T15:08:34Z,0.0,aamiin aja dulu,b MORNING DRIVE DULU,neutral
@arkfamily8189,2024-01-21T15:08:24Z,2024-01-21T15:08:24Z,0.0,debat cawapres skrng tanya nya susah2 ga ngarti rakyat nya woi,b The current vice presidential debate is asking questions It s difficult for the people to understand wow,positive
@dinantilja6434,2024-01-21T15:05:48Z,2024-01-21T15:05:48Z,2.0,aamiin aja dulu,b MORNING DRIVE DULU,neutral
@abdilbarilbasith7363,2024-01-21T14:21:10Z,2024-01-21T14:21:10Z,0.0,bakal nanya dg singkat waktu,will ask in a short time,neutral
@rahimuddinhidayat8911,2024-01-21T13:54:56Z,2024-01-21T13:54:56Z,0.0,1,b 1,neutral
@user-op2kt5zj4b,2024-01-21T13:40:59Z,2024-01-21T13:40:59Z,1.0,utk hilir digital serius nanya contoh produk sblm hilir sama stlh hilir apa sama contoh konkret program spt apa,For digital downstreaming seriously ask what are the examples of products before downstreaming and after downstreaming What s a concrete example of a program like,positive
@yusufpamungkas8828,2024-01-21T12:55:00Z,2024-01-21T12:55:00Z,1.0,amin 1,b Amin 1,neutral
@DonaldTruks,2024-01-21T12:24:22Z,2024-01-21T12:24:22Z,1.0,panelis segitu banyak pakar2 bidang nya tapo situ ngapa2in terus kira2 guna buat apa harus beri dapat hasil debat jadi masyarakat tahu mana kuasa materi mana yg omon omon ada isi br sama satu masing2 cawapres periksa ttg alat2 yg pakai,b There are so many panelists and there are experts in their fields but they don t do anything there So what do you think it s good for They should give their opinion about the results of this debate So people know which ones have mastered the material and which ones are just babbling with no content br Again each vice presidential candidate must be examined regarding the tools they use,positive
@intanpertamasari5764,2024-01-21T12:07:01Z,2024-01-21T12:07:01Z,0.0,bu khofifahhh,b BU KHOFIFAHHH,neutral
@albysthryze9888,2024-01-21T11:49:05Z,2024-01-21T11:49:05Z,1.0,maaf kurang banyak tahu politik dapat harus treshold yg buat calon presiden tetap pimpin partai br anda calon presiden pak mahfud yg sekali turut dapat pribadi kenal baik jujur pandai bukan tugas partai lebih mudah tentu pilih,b Sorry I don t know much about politics just an opinion Why does there have to be a threshold that makes presidential candidates determined by the party leadership br If the presidential candidate was Mr Mahfud who again in my personal opinion is known to be good honest intelligent not a party official it would be easier to make a choice,positive
@indahdhibra,2024-01-21T11:42:49Z,2024-01-21T11:42:49Z,0.0,,b,neutral
@ozzanaufal,2024-01-21T11:39:22Z,2024-01-21T11:39:22Z,0.0,yg punya akal sehat pasti punya tanya 1 2 gama,b Those who have common sense will definitely have the question 1 2 GAMA,positive
@mohammadjailani6298,2024-01-21T02:50:41Z,2024-01-21T02:50:41Z,0.0,tetap pak nes baswedan,b stay sir nes baswedan,neutral
@user-fx9fu5vp6h,2024-01-20T15:19:00Z,2024-01-20T15:19:00Z,1.0,yuk debat buka yok tunggu banget nih narasi tv,Come on let s have an open debate I m really waiting for the TV narrative,neutral
@dwiputrinurfaiza,2024-01-20T14:12:38Z,2024-01-20T14:12:38Z,0.0,bisa lihat pasang mna bounding nya kuat tidak,We can see which pairs have strong branding and which don t,positive
@raflysetiawan363,2024-01-20T06:19:06Z,2024-01-20T06:19:06Z,1.0,konten keren banget sangat bantu masyarakat buka pandang pilih capres 2024 visi misi baik moga laksana semua aamiin,b the content is really cool it really helps the public to open up their views in choosing the 2024 presidential candidate with the best vision and mission hopefully everything will come true aamiin,positive
@puspitaoky,2024-01-19T13:10:03Z,2024-01-19T13:10:03Z,0.0,ga indonesia aja yg jual alutsista umur muda malah yg mjd beli,Why can t Indonesia just sell young defense equipment In fact we are the buyers,positive
@bintangdharma3616,2024-01-19T03:36:00Z,2024-01-19T03:37:55Z,0.0,href https www youtube com watch sbjsg3afx00 amp 11990 3 19 50 pak anis semua negara dunia hilang tipu online amerika korea tau jauh lebih banyak kasus tipu indonesia kasus tipu online bukan cegah pimpin rakyat apa rakyat milyaran milik pribadi beda beda jadi 0 pikir tipu bapak sendiri pernah tipu entah kecil kecil negara maju belum hilang tipu online 100 saya kira memang bisa orang yang pilih jalan sebut kerja oknum satu tangkap banyak orant yang umur panjang bisa dari yang mau tipu jadi ubah pikir laku tipu realistis jangan tuntut yang tidak bisa usaha usaha keras tapi ini gantung mindset orang rakyat mereka mau tipu tidak apabila tipu lapor cari aparat tangkap tapi tipu selalu kapan,b a href sir anis all countries in the world have not been able to eliminate online fraud in America and As far as I know Korea has far more cases of fraud than Indonesia Cases of online fraud are not only prevented by the leaders but also by the people Can these billions of people who have different personalities be made to think about cheating You yourself must have cheated whether it was small or small Developed countries alone cannot eliminate online fraud 100 and I don t think they can because there are people who choose this path as a job When one person is arrested there are still many other people who still live a long time who don t want to cheat change their minds about committing fraud Just be realistic don t demand things that can t be achieved with just hard work but it also depends on the individual mindset of the people whether they want to cheat or not if a fraudster is reported they will definitely be looked for by the authorities and arrested but fraud will always exist at any time,negative
@user-kj2iv2mm7q,2024-01-18T19:50:50Z,2024-01-18T19:50:50Z,1.0,semangat pak prabowo,b Cheer up Mr Prabowo,positive
@ahmadhasansaifulrizalhasan5979,2024-01-18T17:21:07Z,2024-01-18T17:21:07Z,1.0,aku orang awam gk tau ini bukan nya debat capres yg bicara gagas visi misi br ingat rahasia negara emang bole buka amp juga harus di tutup tutup bkn arti mau transparan loh,As a layman I don t know about this shouldn t the presidential debate be about IDEAS and VISION and MISSION br Remember there are state secrets that can be opened there are also those that must be closed Being closed doesn t mean you don t want to be transparent you know,positive
@ahmadhasansaifulrizalhasan5979,2024-01-18T15:49:09Z,2024-01-18T15:49:09Z,6.0,salut dgn pak prabowo meski di serang tetap diam senyum meski kata quot sayat hati br href http www youtube com results search query 23semangat semangat pak prabowo yakin bapak hasil amin,b Salute Pak Prabowo even though he was attacked he remained silent and smiled even though their words were heart wrenching br a href a Mr Prabowo I m sure you will succeed amen,positive
@johanwahyudi976,2024-01-18T02:16:57Z,2024-01-18T02:16:57Z,1.0,prbowo,b Prbowo,neutral
@lutfincom3857,2024-01-17T16:51:38Z,2024-01-17T16:51:38Z,0.0,href https www youtube com watch sbjsg3afx00 amp 13125 3 38 45,b a href,neutral
@Luke_5312,2024-01-17T08:44:27Z,2024-01-17T08:44:27Z,0.0,salam ubah br suka ada sekarang yang suka joget joget lanjutin aja,b Greetings to change br Those who like the current situation and those who like dancing just continue,positive
@rayyaou3657,2024-01-17T07:48:26Z,2024-01-17T07:48:26Z,0.0,prabowo kok ga jelas wkwk,b Prabowo why isn t he clear hahaha,positive
@nandaria5481,2024-01-17T05:39:58Z,2024-01-17T05:39:58Z,0.0,o,b O,neutral
@muhammadhanan82047,2024-01-17T02:55:22Z,2024-01-17T03:03:43Z,0.0,khusus org2 yg kerja jokowi lanjut gw kasih tau alas kita pilih ganjar pd pilih prabowo br br 1 prabowo sudah tua umur udah 70 thn lebih jd sulit pergi kesana kemari kayak jokowi ke negara ke negara prabowo mudah capek kasi br kalau gibran yg suruh iya sih muda kurang alam takut malah jd bahan intimidasi pepimpin2 barat pemimpin2 lebih baik pilih ganjar lebih muda gk jauh beda sama jokowi br br 2 pak ganjar pak mahfud org yg jelas paling alam rekam jejak jelas integritas yg paling penting berantas korupsi br br 3 pak ganjar dukung banyak org2 baik keren2 pak andika perkasa mantan panglima tni bu yenny wahid menteri2 br retno marsudi sri mulyani sandiaga uno pak basuki menteri pupr pak erick thohir menteri bumn pak profesor mahfud md sendiri yg jadi wakil pak ganjar org2 baik keren banyak yg dukung pak ganjar,Especially for people who want Jokowi s performance to continue I ll tell you the reasons why we should choose Ganjar rather than Prabowo br br 1 Prabowo is old he is already 70 years old or more so it s hard to go here and there like Jokowi you have to go to this country to that country Prabowo will get tired easily poor thing If Gibran is the one who is told to do so yes he s young but he lacks experience He s afraid he ll become the subject of intimidation by western leaders and other leaders other it s better to choose Ganjar he s younger not much different from Jokowi br br 2 Pak Ganjar and Pak Mahfud are the people who are clearly the most experienced have a clear track record have integrity and most importantly will eradicate corruption br br 3 Mr Ganjar is supported by many good and cool people such as Mr Andika Perkasa former TNI commander Ms Yenny Wahid and ministers such as Retno Marsudi Sri Mulyani Sandiaga Uno Mr Basuki PUPR minister Mr Erick Thohir Minister of BUMN and Mr Professor Mahfud MD himself are Mr Ganjar s representatives Many good and cool people support Mr Ganjar,positive
@lutfincom3857,2024-01-17T02:16:43Z,2024-01-17T16:01:59Z,0.0,href https www youtube com watch sbjsg3afx00 amp 10767 2 59 27 etika wkwkw gak pantes bicara soal etik,b a href ETHICS WKWKW it s not appropriate to talk about ethics,neutral
@afie9469,2024-01-16T17:05:05Z,2024-01-16T17:05:05Z,0.0,href https www youtube com watch sbjsg3afx00 amp 9254 2 34 14 suara apa ya kok kyk ngos ngosan gt,b a href what s that sound,neutral
@riyajikk6857,2024-01-16T12:19:07Z,2024-01-16T12:19:07Z,0.0,gasuka tonton bayar studio syuting mba nana,I don t think there are paid spectators in the shooting studio Ms Nana,neutral
@Laodeerfin017,2024-01-16T05:43:44Z,2024-01-16T05:43:44Z,0.0,sdh tdk tahu mana debat yg serang personal mana yg kadar serang beda yg emosi di kasi nilai 11 100 yg usaha tetap tenang bilang cuman quot omon doang quot padahal sadar quot omon doang quot nila nol 0 kemudian rasa ibah dgn orang yg beri nilai 11 100 lalu membeci orang yg beri nilai quot 0 quot yg kata cuman omong doank pikir macam apa sudah hilang waras,b We no longer know which debates are personal attacks and which are not The level of attack is certainly different There were those who were emotional because they were given a score of 11 out of 100 There were those who tried to remain calm because they were told they were just talking Even though without realizing it just talking has a value ZERO 0 We then feel sorry for people who are given a score of 11 out of 100 Then we hate people who are given a score of 0 who are said to be just talking What kind of thoughts are these Has that sanity disappeared,negative
@Chirtod,2024-01-16T04:03:42Z,2024-01-16T04:03:42Z,0.0,gege,b gege,neutral
@vivokandis8682,2024-01-15T21:12:17Z,2024-01-15T21:12:17Z,0.0,najwa shihab sayang ku maaf kan aku data ku habis jaring internet ku gak bagus nih aku sayang mu aku cinta pada,b Najwa Shihab my darling I m sorry my data has run out My internet network is not good I love you I love you,negative
@user-xn3mn2bk1d,2024-01-15T17:01:37Z,2024-01-15T17:01:37Z,0.0,baru lihat niih progam idola dulu dn brharap pilih capresnya sama jug mndukung arif kata bahasa arif demokrasi prabowo gibran tampa banyak bicara dn hasud cukup dg krja nyata rakyat udah trjawab dn faham,Just saw this my previous idol program and I hope the choice of presidential candidate is the same it also supports the wisdom of words and language as well as the wisdom of democracy Prabowo Gibran without talking too much and hasuding just using real work the people have answered and understood,positive
@sukronfirdaus2711,2024-01-15T15:55:40Z,2024-01-15T15:55:40Z,0.0,prabowo kek npc,b Prabowo is like an NPC,positive
