author,published_at,updated_at,like_count,text,label,sentiment
@nentitriani8290,2024-02-05T09:25:40Z,2024-02-05T09:25:40Z,0.0,"Menurut ku si makanan gratis sama internet gratis lebih penting makanan grtis mba natjwa .<br>Karena di indonesia pasti ada masyrakat yg tidak mempunyai hp atau mengetahui apa itu internet ,sedangkan makanan pasti semua warga indonesia membutuhkan makanan .",b In my opinion free food and free internet are more important Ms Natjwa free food Because in Indonesia there are definitely people who don t have cellphones or know what the internet is while for food all Indonesians definitely need food,positive
@netizensberotak983,2024-02-04T19:39:34Z,2024-02-04T19:39:34Z,0.0,"bingung gue sama 03 tiga disetiap debat rasanya pengen banget menjatuhkan pemerintahan presiden Joko widodo.<br>dipikir pake logika, kan yg megang kekuasaan penuh ibunya, anak hanya sekedar tameng.<br><br>Ngerasa dirinya lebih baik dari pak Joko Widodo",I m confused by 03 three In every debate I feel like I really want to overthrow the government of President Joko Widodo br I think using logic the mother is the one who has full power the child is just a shield br br Feeling that he is better than Mr Joko Widodo,positive
@asepwahyudi9621,2024-02-04T13:40:44Z,2024-02-04T13:40:44Z,0.0,3️⃣3️⃣3️⃣3️⃣3️⃣3️⃣3️⃣,b 3333333,neutral
@ninaberliana94ul,2024-02-03T19:57:37Z,2024-02-03T19:57:37Z,0.0,"Gimana nasib para honor, ASN dan PPPK yg gak ada pensiunan dg gaji yg masih dibawah rata2 khususnya GURU .. 😢 rakyat Indonesia butuh kesejahteraan pangan yg bagus, pendidikan yg bagus, aman dan sejahtera...elit politik makin melejit, kami rakyat makin terlilit. Wahai kaum elit politik",b What is the fate of honorary workers ASN and PPPK who do not have pensioners with salaries that are still below average especially TEACHERS the Indonesian people need good food good education safety and prosperity the political elite is increasing we the people are increasingly entangled O political elite,positive
@yoitr2690,2024-02-03T16:27:46Z,2024-02-03T16:27:46Z,0.0,Ga paslonya ga timsesnya sama sama omon omon sukanya wkwkwk sukanya omon omon doang ketinggian omon omonya gamikir jalan ga selalu mulus wok wok,b No paslo doesn t have the same timing as omon omon likes it ha ha ha ha ha ha ha ha ha ha ha,positive
@endahmistery,2024-02-03T09:12:12Z,2024-02-03T09:12:12Z,0.0,Pak prabowo bingung,b Pak Prabowo is confused,negative
@Free_pallestin,2024-02-02T11:50:14Z,2024-02-02T11:50:14Z,0.0,"Ya Allah saya masih bingung,apakah saya harus golput tahun ini",b Oh my God I m still confused should I abstain this year,negative
@moehsmiley1677,2024-01-27T17:58:44Z,2024-01-27T17:58:44Z,0.0,"Hellooo, gk salah tuh nyindir orang lain bilang ambisi yg menggebu-gebu? Apa kabar dgn bapak yg nyalon capres ampe 3x? Sampe sini ada yg paham?",b Hellooo isn t it wrong to insinuate other people s passionate ambitions How are you with the man who ran for president three times So far does anyone understand,positive
@cb3s,2024-01-27T14:18:03Z,2024-01-27T14:18:03Z,0.0,aigu,b favorite,positive
@jongrio554,2024-01-26T16:34:18Z,2024-01-26T16:34:18Z,1.0,dengan tidak memilih prabowo anda telah menyelamatkan bangsa dan negara ini,b by not voting for Prabowo you have saved this nation and country,positive
@hadran1314,2024-01-26T05:33:35Z,2024-01-26T05:33:35Z,0.0,"Dayum Pak Anies😂. Akhirnya aku nonton debat ini setelah nunda berminggu minggu. IMO, Pak Anies dari awal emang sengaja lempar umpan buat Pak Prabowo, dan umpannya kemakan. Menggunakan trik psikologis, I guess? <br>Bahkan pas di sini <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6439"">1:47:19</a> umpan kembali dilempar sama Pak Anies, dan lagi-lagi dimakan. Pak Prabowo sampai memotong waktu bicara Pak Anies yang 2 menit, waktu yang sangat singkat untuk menjawab, namun Pak Anies masih tetal bisa memberikan jawaban yang jelas dan komprehensif tanpa korupsi waktu.",b Dayum Mr Anies I finally watched this debate after delaying for weeks IMO from the start Mr Anies deliberately threw bait for Mr Prabowo and the bait was eaten Using psychological tricks I guess br Even right here a href Mr Anies threw the pass again and again being eaten Mr Prabowo even cut Mr Anies speaking time by 2 minutes a very short time to answer but Mr Anies was still able to give a clear and comprehensive answer without time corruption,positive
@bintangardana9182,2024-01-25T16:42:33Z,2024-01-25T16:42:33Z,0.0,"Kesejahteraan petani apakah pernah masuk dalam pembahasan di komisi&quot; yang duduk di atas sana apakah hanya ASN yang harus di aresiasi lalu pengman pangan (petani) bagaimana nasibnya,?",b The welfare of farmers has ever been discussed at the commission that sits up there Is it only ASN that has to be discussed and then food processors farmers what happens to them,neutral
@Juliannis17,2024-01-24T05:22:30Z,2024-01-24T05:22:30Z,1.0,Biasanya orang yg bilang saya transparan saya transparan justru sebaliknya,b Usually people who say I am transparent are actually the opposite,neutral
@jorifmarshavin4697,2024-01-23T14:56:10Z,2024-01-23T14:56:10Z,1.0,"Prediksi :<br>Pilpres akan 2 putaran <br><br>Putaran 1 <br>1. 02 -/+ 45% <br>2. 01 -/+ 30%<br>3. 03 -/+ 25% <br><br>Putaran 2<br>1. 01 -/+ 52% <br>2. 02 -/+ 48%<br><br>-------<br><br>Polanya Sama kaya Pilgub jakarta saat Anis menang. <br><br>Kenapa pilpres menang 01 ? <br>Karena PDI , ingat ! , Basis PDIP tidak akan memilih orng yang di cap penghianat.  <br><br>Gw bukan pendukung 01, tapi gw yakin pola ini.",b Prediction br The presidential election will be 2 rounds br br Round 1 br 1 02 45 br 2 01 30 br 3 03 25 br br Round 2 br 1 01 52 br 2 02 48 br br br br The pattern is the same as the Jakarta gubernatorial election when Anis won br br Why did the presidential election win 01 br Because of PDI remember The PDIP base will not elect people who are labeled traitors br br I m not a supporter of 01 but I believe in this pattern,positive
@alifarsy3234,2024-01-23T14:47:15Z,2024-01-23T14:47:15Z,0.0,"Emoticon cuma ada 3,yang diangkat cuma 1 menyisakan 2 ❤❤❤",b There are only 3 emoticons only 1 is removed leaving 2,neutral
@evanvanquisher6496,2024-01-23T14:45:10Z,2024-01-23T14:45:57Z,0.0,"Setelah konfrensi pers mau jalan ke keluar, hanya prabowo dan ganjar yang hormat balik ke prajurit,, <br>Itu contoh calon pemimpin yang membuktikan perkataan nya, <br>Bukan hanya pintar kata2, tapi praktek 0",b After the press conference was about to walk out only Prabowo and Gangar returned to the soldiers respectfully br That s an example of a prospective leader who proves his words br Not only clever with words but practice 0,neutral
@evanvanquisher6496,2024-01-23T13:10:27Z,2024-01-23T13:13:22Z,0.0,"Ada paslon Ngomong , agar mengupayakan anggaran belanja tidak bocor menit <a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10391"">02:53:11</a>, padahal track record beliau paling banyak bocor dalam pengelolaan anggaran provinsi.. Hadeh",b There is a candidate pair speaking in order to ensure that the budget does not leak minutes a href even though the track record he leaked the most in managing the provincial budget Hadeh,positive
@Naynayyy837,2024-01-23T07:00:35Z,2024-01-23T07:00:35Z,0.0,Bismillah Prabowo Gibran,b Bismillah Prabowo Gibran,neutral
@MY-px9ob,2024-01-23T03:23:21Z,2024-01-23T03:23:21Z,0.0,"Apasih kapasitas si jovi dovi, over excited bgt",b What is Jovi Dovi s capacity he s really over excited,positive
@dimasramaditya1423,2024-01-22T17:07:16Z,2024-01-22T17:07:16Z,0.0,😂😂😂,b,neutral
@FushimiInarichan,2024-01-22T15:33:55Z,2024-01-22T15:33:55Z,0.0,Paslon 01 dan 03 nyiapinnya data dan fakta. Paslon 02 nyiapinnya istilah&quot; rumit yang menjebak lawan debat. Kwkkwkwk,b Paslon 01 and 03 prepared data and facts Candidate Candidate 02 prepared complicated terms that would trap opponents in the debate Kwkkwkwk,positive
@sandigustiana,2024-01-22T08:29:07Z,2024-01-22T08:33:36Z,7.0,"Timestamp<br><br>Segmen 1<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=5048"">1:24:08</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=5308"">1:28:28</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=5578"">1:32:58</a> Prabowo Subianto<br><br>Segmen 2<br><br>Pertanyaan 1<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6433"">1:47:13</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6566"">1:49:26</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6643"">1:50:43</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6717"">1:51:57</a> Anies Baswedan<br><br>Pertanyaan 2<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=6898"">1:54:58</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7027"">1:57:07</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7100"">1:58:20</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7178"">1:59:38</a> Prabowo Subianto<br><br>Pertanyaan 3<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7343"">2:02:23</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7478"">2:04:38</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7556"">2:05:56</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=7628"">2:07:08</a> Ganjar Pranowo<br><br>Segmen 3<br><br>Pertanyaan 1<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8283"">2:18:03</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8428"">2:20:28</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8503"">2:21:43</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8579"">2:22:59</a> Prabowo Subianto<br><br>Pertanyaan 2<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8738"">2:25:38</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8876"">2:27:56</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=8949"">2:29:09</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9024"">2:30:24</a> Ganjar Pranowo<br><br>Pertanyaan 3<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9193"">2:33:13</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9328"">2:35:28</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9403"">2:36:43</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=9478"">2:37:58</a> Anies Baswedan<br><br>Segmen 4<br>Tanya Jawab 1<br><br>Tanya 03 - Jawab 01<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10064"">2:47:44</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10132"">2:48:52</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10264"">2:51:04</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10336"">2:52:16</a> Anies Baswedan<br><br>Tanya 01 - Jawab 02<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10425"">2:53:45</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10480"">2:54:40</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10622"">2:57:02</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10694"">2:58:14</a> Prabowo Subianto<br><br>Tanya 02 - Jawab 03<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10778"">2:59:38</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10838"">3:00:38</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=10963"">3:02:43</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11035"">3:03:55</a> Ganjar Pranowo<br><br>Segmen 5<br>Tanya Jawab 2<br><br>Tanya 01 - Jawab 03<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11566"">3:12:46</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11627"">3:13:47</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11752"">3:15:52</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11820"">3:17:00</a> Ganjar Pranowo<br><br>Tanya 02 - Jawab 01<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11898"">3:18:18</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11969"">3:19:29</a> Anies Baswedan<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12106"">3:21:46</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12186"">3:23:06</a> Anies Baswedan<br><br>Tanya 03 - Jawab 02<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12283"">3:24:43</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12350"">3:25:50</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12482"">3:28:02</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=12556"">3:29:16</a> Prabowo Subianto<br><br>Segmen 6<br>Pernyataan Penutup<br><br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=13080"">3:38:00</a> Prabowo Subianto<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=13221"">3:40:21</a> Ganjar Pranowo<br><a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=13355"">3:42:35</a> Anies Baswedan<br><br>Semoga timestamp ini bermanfaat",b Timestamp br br Segmen 1 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Segmen 2 br br Pertanyaan 1 br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Pertanyaan 2 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Pertanyaan 3 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br br Segmen 3 br br Pertanyaan 1 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br br Pertanyaan 2 br a href Ganjar Pranowo br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br br Pertanyaan 3 br a href Anies Baswedan br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Segmen 4 br Tanya Jawab 1 br br Tanya 03 Jawab 01 br a href Ganjar Pranowo br a href Anies Baswedan br a href Ganjar Pranowo br a href Anies Baswedan br br Tanya 01 Jawab 02 br a href Anies Baswedan br a href Prabowo Subianto br a href Anies Baswedan br a href Prabowo Subianto br br Tanya 02 Jawab 03 br a href Prabowo Subianto br a href Ganjar Pranowo br a href Prabowo Subianto br a href Ganjar Pranowo br br Segmen 5 br Tanya Jawab 2 br br Tanya 01 Jawab 03 br a href Anies Baswedan br a href Ganjar Pranowo br a href Anies Baswedan br a href Ganjar Pranowo br br Tanya 02 Jawab 01 br a href Prabowo Subianto br a href Anies Baswedan br a href Prabowo Subianto br a href Anies Baswedan br br Tanya 03 Jawab 02 br a href Ganjar Pranowo br a href Prabowo Subianto br a href Ganjar Pranowo br a href Prabowo Subianto br br Segmen 6 br Pernyataan Penutup br br a href Prabowo Subianto br a href Ganjar Pranowo br a href Anies Baswedan br br Semoga timestamp ini bermanfaat,neutral
@RickyQosim,2024-01-22T07:36:58Z,2024-01-22T07:36:58Z,1.0,Gw bru sdr ternyata china msih termask negara berkembang....gw kira udh negara maju....<br>Pdhal udh menyanyingi AS ....<br>berarti gw slh dong selama ini menganggap china negara maju😢😢😢😢,Brother it turns out that China is still a developing country I thought it was already a developed country br Even though it s already overtaking the US br that means I ve been wrong all along for thinking that China is a developed country,negative
@ohayouchi_,2024-01-21T16:36:46Z,2024-01-21T16:37:13Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=15783"">4:23:03</a> semangat mas sehat selalu yang udah berani speak up tentang debat capres ini, di suruh menilai sesuai perseptif dari diri sendiri malah dikomen",b a href keep your spirits up bro always have the courage to speak up about this presidential candidate debate at told to judge according to your own perception instead comment,positive
@dinantilja6434,2024-01-21T15:08:34Z,2024-01-21T15:08:34Z,0.0,AAMIIN  AJA DULU👍👍👍👍❤️❤️❤️❤️,b MORNING DRIVE DULU,neutral
@arkfamily8189,2024-01-21T15:08:24Z,2024-01-21T15:08:24Z,0.0,Debat cawapres skrng pertanyaan nya Susah2 GA ngarti rakyat nya woi,b The current vice presidential debate is asking questions It s difficult for the people to understand wow,positive
@dinantilja6434,2024-01-21T15:05:48Z,2024-01-21T15:05:48Z,2.0,AAMIIN  AJA DULU👍👍👍👍❤️❤️❤️❤️,b MORNING DRIVE DULU,neutral
@abdilbarilbasith7363,2024-01-21T14:21:10Z,2024-01-21T14:21:10Z,0.0,bakal nanya dg singkat waktu,will ask in a short time,neutral
@rahimuddinhidayat8911,2024-01-21T13:54:56Z,2024-01-21T13:54:56Z,0.0,1,b 1,neutral
@user-op2kt5zj4b,2024-01-21T13:40:59Z,2024-01-21T13:40:59Z,1.0,"Utk hilirisasi digital, serius nanya contoh produk sblm hilirisasi sama stlh hilirisasi seperti apa? Sama contoh konkret programnya spt apa?",For digital downstreaming seriously ask what are the examples of products before downstreaming and after downstreaming What s a concrete example of a program like,positive
@yusufpamungkas8828,2024-01-21T12:55:00Z,2024-01-21T12:55:00Z,1.0,Amin#1,b Amin 1,neutral
@DonaldTruks,2024-01-21T12:24:22Z,2024-01-21T12:24:22Z,1.0,"Panelis segitu banyak, dan pakar2 di bidang nya tapo disitu nggak ngapa2in.. Terus kira2 gunanya buat apa ya ? Seharusnya mereka memberikan pendapat, tentang hasil debat ini. Jadi masyarakat tahu mana yang menguasai materi dan mana yg hanya omon omon nggak ada isinya. <br>Sama satu lagi, masing2 cawapres harus diperiksa ttg alat2 yg mereka pakai.",b There are so many panelists and there are experts in their fields but they don t do anything there So what do you think it s good for They should give their opinion about the results of this debate So people know which ones have mastered the material and which ones are just babbling with no content br Again each vice presidential candidate must be examined regarding the tools they use,positive
@intanpertamasari5764,2024-01-21T12:07:01Z,2024-01-21T12:07:01Z,0.0,BU KHOFIFAHHH,b BU KHOFIFAHHH,neutral
@albysthryze9888,2024-01-21T11:49:05Z,2024-01-21T11:49:05Z,1.0,"Maaf saya kurang banyak tahu tentang politik, hanya berpendapat. Kenapa harus ada treshold yg membuat, calon presiden ditetapkan oleh pimpinan partai? <br>Seandainya calon  presidennya pak Mahfud (yg sekali lagi, menurut pendapat pribadi, dikenal baik, jujur, pandai, bukan petugas partai) lebih mudah untuk menentukan pilihan",b Sorry I don t know much about politics just an opinion Why does there have to be a threshold that makes presidential candidates determined by the party leadership br If the presidential candidate was Mr Mahfud who again in my personal opinion is known to be good honest intelligent not a party official it would be easier to make a choice,positive
@indahdhibra,2024-01-21T11:42:49Z,2024-01-21T11:42:49Z,0.0,✌👆🤙,b,neutral
@ozzanaufal,2024-01-21T11:39:22Z,2024-01-21T11:39:22Z,0.0,Yg punya akal sehat ya pasti punya pertanyaan 1+2 = GAMA ...,b Those who have common sense will definitely have the question 1 2 GAMA,positive
@mohammadjailani6298,2024-01-21T02:50:41Z,2024-01-21T02:50:41Z,0.0,tetap pak nes baswedan,b stay sir nes baswedan,neutral
@user-fx9fu5vp6h,2024-01-20T15:19:00Z,2024-01-20T15:19:00Z,1.0,yuk debat terbuka yok ditunggu banget nih di narasi tv,Come on let s have an open debate I m really waiting for the TV narrative,neutral
@dwiputrinurfaiza,2024-01-20T14:12:38Z,2024-01-20T14:12:38Z,0.0,Kita bisa melihat pasangan mna yang bounding nya kuat dan tidak 😊,We can see which pairs have strong branding and which don t,positive
@raflysetiawan363,2024-01-20T06:19:06Z,2024-01-20T06:19:06Z,1.0,"kontennya keren banget, sangat membantu masyarakat untuk membuka pandangannya dalam memilih capres 2024 dengan visi dan misi terbaiknya, semoga terlaksana semua aamiin",b the content is really cool it really helps the public to open up their views in choosing the 2024 presidential candidate with the best vision and mission hopefully everything will come true aamiin,positive
@puspitaoky,2024-01-19T13:10:03Z,2024-01-19T13:10:03Z,0.0,Kenapa ga Indonesia aja yg bisa menjual alutsista yang berumur muda? Malah kita yg mjd pembeli,Why can t Indonesia just sell young defense equipment In fact we are the buyers,positive
@bintangdharma3616,2024-01-19T03:36:00Z,2024-01-19T03:37:55Z,0.0,"<a href=""https://www.youtube.com/watch?v=Sbjsg3AFx00&amp;t=11990"">3:19:50</a> pak anis semua negara di dunia belum bisa menghilangkan penipuan online, di amerika dan korea setau saya jauh lebih banyak kasus penipuan daripada indonesia, kasus penipuan online bukan dari pencegahan pemimpin saja tapi juga rakyatnya apa bisa rakyat milyaran ini yang memiliki kepribadian yang berbeda beda dijadikan 0 berpikir tentang menipu, bapak sendiri pasti pernah menipu entah kecil kecilan. negara maju saja belum bisa menghilangkan penipuan online 100% dan saya kira memang tidak bisa karena orang ada yang memilih jalan tersebut sebagai pekerjaan saat oknum satu ditangkap masih banyak orant lain yang umurnya masih panjang bisa dari yang tidak mau menipu jadi berubah pikiran untuk melakukan penipuan. realistis saja jangan menuntut hal yang tidak bisa diusahakan dengan usaha keras saja tapi juga ini tergantung mindset perorangan rakyat apakah mereka mau menipu atau tidak, apabila penipu dilaporkan pasti dicari oleh aparat dan ditangkap tapi penipuan akan selalu ada kapanpun",b a href sir anis all countries in the world have not been able to eliminate online fraud in America and As far as I know Korea has far more cases of fraud than Indonesia Cases of online fraud are not only prevented by the leaders but also by the people Can these billions of people who have different personalities be made to think about cheating You yourself must have cheated whether it was small or small Developed countries alone cannot eliminate online fraud 100 and I don t think they can because there are people who choose this path as a job When one person is arrested there are still many other people who still live a long time who don t want to cheat change their minds about committing fraud Just be realistic don t demand things that can t be achieved with just hard work but it also depends on the individual mindset of the people whether they want to cheat or not if a fraudster is reported they will definitely be looked for by the authorities and arrested but fraud will always exist at any time,negative
@user-kj2iv2mm7q,2024-01-18T19:50:50Z,2024-01-18T19:50:50Z,1.0,Semangat pak prabowo✌,b Cheer up Mr Prabowo,positive
@ahmadhasansaifulrizalhasan5979,2024-01-18T17:21:07Z,2024-01-18T17:21:07Z,1.0,"aku orang awam gk tau tentang ini, bukan nya debat capres itu yg harus di bicarakan tentang GAGASAN dan VISI MISI ya???? <br>Ingat, ada rahasia negara yang emang bole di buka &amp; ada juga yang harus di tutup... Tertutup bkn berarti tidak mau transparan loh",As a layman I don t know about this shouldn t the presidential debate be about IDEAS and VISION and MISSION br Remember there are state secrets that can be opened there are also those that must be closed Being closed doesn t mean you don t want to be transparent you know,positive
@ahmadhasansaifulrizalhasan5979,2024-01-18T15:49:09Z,2024-01-18T15:49:09Z,6.0,"Salut dgn Pak Prabowo, meskipun dia di serang dia tetap diam dan tersenyum meskipun kata&quot; mereka menyayat hati<br><a href=""http://www.youtube.com/results?search_query=%23semangat"">#semangat</a> pak Prabowo, saya yakin bapak pasti berhasil (amin)",b Salute Pak Prabowo even though he was attacked he remained silent and smiled even though their words were heart wrenching br a href a Mr Prabowo I m sure you will succeed amen,positive
@johanwahyudi976,2024-01-18T02:16:57Z,2024-01-18T02:16:57Z,1.0,Prbowo♡,b Prbowo,neutral
